status_name,facility_name,facility_ward,facility_constituency,facility_subcounty,facility_county,name,code,date_established,facility
Fully-functional,Utange Dispensary,Shanzu,Kisauni,Kisauni,Mombasa,Skezum CU,709047.0,2020-07-03,76c0b878-8325-4364-8184-1802b183aa22
Fully-functional,Maunguja Dispensary,Mwakirunge,Kisauni,Kisauni,Mombasa,Maunguja CU,709048.0,2020-07-03,435fb519-3339-4469-8d33-8a280549f88e
Fully-functional,Marimani CDF Dispensary,Mwakirunge,Kisauni,Kisauni,Mombasa,Marimani CU,709049.0,2020-07-03,0911a41b-1e32-41dd-9a39-031fbbd4f6b0
Fully-functional,Junda Dispensary,Junda,Kisauni,Kisauni,Mombasa,Kilalapwa CU,709050.0,2020-07-03,7841f3f9-9952-4b4c-aee0-080246c9adea
Fully-functional,Junda Dispensary,Junda,Kisauni,Kisauni,Mombasa,Kidagaya CU,709051.0,2020-07-03,7841f3f9-9952-4b4c-aee0-080246c9adea
Fully-functional,Junda Dispensary,Junda,Kisauni,Kisauni,Mombasa,Kachororoni CU,709052.0,2020-07-03,7841f3f9-9952-4b4c-aee0-080246c9adea
Fully-functional,Junda Dispensary,Junda,Kisauni,Kisauni,Mombasa,Manyani CU,709053.0,2020-07-03,7841f3f9-9952-4b4c-aee0-080246c9adea
Fully-functional,Shimo La Tewa Annex Dispensary (GK Prison),Shanzu,Kisauni,Kisauni,Mombasa,Majaoni  B CU,709054.0,2020-07-03,ffc7be9e-81e6-4088-8b2a-59de7622d833
Fully-functional,Shimo La Tewa Annex Dispensary (GK Prison),Shanzu,Kisauni,Kisauni,Mombasa,Majaoni  C CU,709055.0,2020-07-03,ffc7be9e-81e6-4088-8b2a-59de7622d833
Fully-functional,Utange Dispensary,Shanzu,Kisauni,Kisauni,Mombasa,Kibunga CU,709056.0,2020-07-03,76c0b878-8325-4364-8184-1802b183aa22
Fully-functional,Utange Dispensary,Shanzu,Kisauni,Kisauni,Mombasa,Kashani CU,709058.0,2020-07-03,76c0b878-8325-4364-8184-1802b183aa22
semi-functional,Kongowea Health Centre,Kongowea,Nyali,Nyali,Mombasa,Ubama CU,709059.0,2020-07-03,c4a1fd8a-2c18-4e1b-a523-6960011e09d4
semi-functional,Kongowea Health Centre,Kongowea,Nyali,Nyali,Mombasa,Kongowea CU,709060.0,2020-07-03,c4a1fd8a-2c18-4e1b-a523-6960011e09d4
semi-functional,Kongowea Health Centre,Kongowea,Nyali,Nyali,Mombasa,Kijera CU,709061.0,2020-07-03,c4a1fd8a-2c18-4e1b-a523-6960011e09d4
semi-functional,Kongowea Health Centre,Kongowea,Nyali,Nyali,Mombasa,Sosiani CU,709062.0,2020-07-03,c4a1fd8a-2c18-4e1b-a523-6960011e09d4
semi-functional,Kisauni Health Centre,Frere Town,Nyali,Nyali,Mombasa,Frere Town CU,709063.0,2020-07-03,ed2d86a6-62fd-43e6-a247-c41da62a9fde
semi-functional,Kisauni Health Centre,Frere Town,Nyali,Nyali,Mombasa,Mwandoni CU,709064.0,2020-07-03,ed2d86a6-62fd-43e6-a247-c41da62a9fde
semi-functional,Bamburi Dispensary,Kadzandani,Nyali,Nyali,Mombasa,Mwatamba CU,709065.0,2020-07-03,03785d3f-de88-480c-8d13-dff3b0ad8893
semi-functional,Bamburi Dispensary,Kadzandani,Nyali,Nyali,Mombasa,Mafisini CU,709066.0,2020-07-03,03785d3f-de88-480c-8d13-dff3b0ad8893
semi-functional,Bamburi Dispensary,Kadzandani,Nyali,Nyali,Mombasa,Kaydee CU,709067.0,2020-07-03,03785d3f-de88-480c-8d13-dff3b0ad8893
semi-functional,Kisauni Health Centre,Frere Town,Nyali,Nyali,Mombasa,Shelemba CU,709068.0,2020-07-03,ed2d86a6-62fd-43e6-a247-c41da62a9fde
semi-functional,Kisauni Health Centre,Frere Town,Nyali,Nyali,Mombasa,Barsheba CU,709069.0,2020-07-03,ed2d86a6-62fd-43e6-a247-c41da62a9fde
semi-functional,Maweni CDF Dispensary,Mkomani,Nyali,Nyali,Mombasa,Shauri Yako CU,709070.0,2020-07-03,4fdced86-2858-4f4c-bd79-8abb9958e334
semi-functional,Maweni CDF Dispensary,Mkomani,Nyali,Nyali,Mombasa,Kisumu Ndogo CU,709071.0,2020-07-03,4fdced86-2858-4f4c-bd79-8abb9958e334
semi-functional,Maweni CDF Dispensary,Mkomani,Nyali,Nyali,Mombasa,Kimna CU,709072.0,2020-07-03,4fdced86-2858-4f4c-bd79-8abb9958e334
semi-functional,Maweni CDF Dispensary,Mkomani,Nyali,Nyali,Mombasa,Kmna CU,709073.0,2020-07-03,4fdced86-2858-4f4c-bd79-8abb9958e334
semi-functional,Maweni CDF Dispensary,Mkomani,Nyali,Nyali,Mombasa,Mkomani B CU,709074.0,2020-07-03,4fdced86-2858-4f4c-bd79-8abb9958e334
semi-functional,Bamburi Dispensary,Kadzandani,Nyali,Nyali,Mombasa,Kadzandani CU,709075.0,2020-07-03,03785d3f-de88-480c-8d13-dff3b0ad8893
semi-functional,Bamburi Dispensary,Kadzandani,Nyali,Nyali,Mombasa,Moroto CU,709076.0,2020-07-03,03785d3f-de88-480c-8d13-dff3b0ad8893
semi-functional,Ziwa la ngo'mbe Health centre,Ziwa La Ng'ombe,Nyali,Nyali,Mombasa,Iddikumbi CU,709077.0,2020-07-03,0f474c82-4c87-4399-8499-da1d0c3bcdfc
semi-functional,Ziwa la ngo'mbe Health centre,Ziwa La Ng'ombe,Nyali,Nyali,Mombasa,Kisimani CU,709078.0,2020-07-03,0f474c82-4c87-4399-8499-da1d0c3bcdfc
semi-functional,Ziwa la ngo'mbe Health centre,Ziwa La Ng'ombe,Nyali,Nyali,Mombasa,Kenol CU,709079.0,2020-07-03,0f474c82-4c87-4399-8499-da1d0c3bcdfc
semi-functional,Ziwa la ngo'mbe Health centre,Ziwa La Ng'ombe,Nyali,Nyali,Mombasa,Vokhadiya CU,709080.0,2020-07-03,0f474c82-4c87-4399-8499-da1d0c3bcdfc
Fully-functional,Coast General Teaching and Referral Hospital (Chaani Outreach Centre),Chaani,Changamwe,Changamwe,Mombasa,Mathare Community Health Unit,709081.0,2020-07-16,2f7a83bf-572d-473c-b13c-c1b86510e601
Fully-functional,Coast General Teaching and Referral Hospital (Chaani Outreach Centre),Chaani,Changamwe,Changamwe,Mombasa,Mwatate Community Health Unit,709082.0,2020-07-16,2f7a83bf-572d-473c-b13c-c1b86510e601
Fully-functional,Port Reitz Sub County Hospital,Airport,Changamwe,Changamwe,Mombasa,Kasarani Community Health Unit,709083.0,2020-07-16,afbf95ba-b8a3-4d71-b6df-5d9721ec3bff
Fully-functional,Port Reitz Sub County Hospital,Airport,Changamwe,Changamwe,Mombasa,Sunnrise/Dunga Community Health Unit,709084.0,2020-07-16,afbf95ba-b8a3-4d71-b6df-5d9721ec3bff
Fully-functional,Port Reitz Sub County Hospital,Airport,Changamwe,Changamwe,Mombasa,Lilongwe Community Health Unit,709085.0,2020-07-31,afbf95ba-b8a3-4d71-b6df-5d9721ec3bff
Fully-functional,Port Reitz Sub County Hospital,Airport,Changamwe,Changamwe,Mombasa,Hodi B Community Health Unit,709086.0,2020-07-31,afbf95ba-b8a3-4d71-b6df-5d9721ec3bff
Fully-functional,Port Reitz Sub County Hospital,Airport,Changamwe,Changamwe,Mombasa,Overland Community Health Unit,709087.0,2020-07-31,afbf95ba-b8a3-4d71-b6df-5d9721ec3bff
Fully-functional,Port Reitz Sub County Hospital,Airport,Changamwe,Changamwe,Mombasa,Mwakidemu Community Health Unit,709088.0,2020-07-31,afbf95ba-b8a3-4d71-b6df-5d9721ec3bff
Fully-functional,Magongo (MCM) Dispensary,Changamwe,Changamwe,Changamwe,Mombasa,New Flat Changamwe B Community Health Unit,709089.0,2020-06-22,2bb9bb6d-829a-42af-8f93-d6a8b0270bc2
Fully-functional,Korogocho Health Centre,Korogocho,Ruaraka,Ruaraka,Nairobi,Kwa Hussein Community Health Unit,709131.0,2020-11-19,68bb6c8f-c720-410d-bd3c-9ad6385521a1
Fully-functional,Port Reitz Sub County Hospital,Airport,Changamwe,Changamwe,Mombasa,Mwingo Community Health Unit,709090.0,2020-07-31,afbf95ba-b8a3-4d71-b6df-5d9721ec3bff
Fully-functional,Penda Medical Centre - Lucky Summer,Lucky Summer,Ruaraka,Ruaraka,Nairobi,Sarakasi Community Health Unit,709030.0,2020-07-01,89988b8e-772c-4719-835e-e800c2ac2431
Fully-functional,ST. Francis Moto Hope Dispensary,Sirikwa,Kuresoi North,Kuresoi North,Nakuru,Moto Community Health Unit,709247.0,2021-06-01,76f63c3a-12ea-40a6-b915-0b0224bace47
Closed,Bokole CDF Dispensary,Airport,Changamwe,Changamwe,Mombasa,Bokole Community Health Unnnit,709091.0,2020-05-05,db93f167-d44f-4780-a5d6-9c279461bc50
Fully-functional,Bokole CDF Dispensary,Airport,Changamwe,Changamwe,Mombasa,Soweto Community Unit,709092.0,2020-02-05,db93f167-d44f-4780-a5d6-9c279461bc50
Fully-functional,Bokole CDF Dispensary,Airport,Changamwe,Changamwe,Mombasa,Baraka Community Unit,709093.0,2020-02-05,db93f167-d44f-4780-a5d6-9c279461bc50
Fully-functional,Bokole CDF Dispensary,Airport,Changamwe,Changamwe,Mombasa,Mabrouk Community Unit,709094.0,2020-02-05,db93f167-d44f-4780-a5d6-9c279461bc50
Fully-functional,Bokole CDF Dispensary,Airport,Changamwe,Changamwe,Mombasa,Narok Community Unit,709095.0,2020-02-05,db93f167-d44f-4780-a5d6-9c279461bc50
Fully-functional,Magongo (MCM) Dispensary,Changamwe,Changamwe,Changamwe,Mombasa,Noor Community Unit,709096.0,2020-07-31,2bb9bb6d-829a-42af-8f93-d6a8b0270bc2
Fully-functional,Magongo (MCM) Dispensary,Changamwe,Changamwe,Changamwe,Mombasa,Kaloleni Community Unit,709098.0,2020-06-22,2bb9bb6d-829a-42af-8f93-d6a8b0270bc2
Fully-functional,Magongo (MCM) Dispensary,Changamwe,Changamwe,Changamwe,Mombasa,Kisumu Ndogo,709099.0,2020-07-31,2bb9bb6d-829a-42af-8f93-d6a8b0270bc2
Fully-functional,Magongo (MCM) Dispensary,Changamwe,Changamwe,Changamwe,Mombasa,Mchelewi C.H.U,709101.0,2020-07-31,2bb9bb6d-829a-42af-8f93-d6a8b0270bc2
Fully-functional,Magongo (MCM) Dispensary,Changamwe,Changamwe,Changamwe,Mombasa,Khamisi Estate,709102.0,2020-06-22,2bb9bb6d-829a-42af-8f93-d6a8b0270bc2
Fully-functional,Magongo (MCM) Dispensary,Changamwe,Changamwe,Changamwe,Mombasa,Old Estate,709104.0,2009-06-30,2bb9bb6d-829a-42af-8f93-d6a8b0270bc2
Fully-functional,Magongo (MCM) Dispensary,Changamwe,Changamwe,Changamwe,Mombasa,National Housing A,709105.0,2020-06-22,2bb9bb6d-829a-42af-8f93-d6a8b0270bc2
Fully-functional,Rabuor Sub county Hospital,Kobura,Nyando,Nyando,Kisumu,Kochieng B Community Unit,709032.0,2019-07-08,eadbf422-21fa-46da-9580-a07957cccf95
Fully-functional,Awasi Mission Health Center,Awasi/Onjiko,Nyando,Nyando,Kisumu,Border 2 Lower Community Unit,709033.0,2020-07-25,638923a5-1712-47d1-b84f-9d79a4607fb4
Fully-functional,Kinasia Health Centre,East Kano/Wawidhi,Nyando,Nyando,Kisumu,Achego B Community Unit,709038.0,2019-03-25,cb35c67c-8988-4763-b34a-eb7a932edd8c
Fully-functional,Lela Health Centre,Kobura,Nyando,Nyando,Kisumu,Lela South Community Unit,709039.0,2020-06-03,8a219879-057d-436f-8fa3-a84fb5c3b674
Fully-functional,Ahero County Hospital,Ahero,Nyando,Nyando,Kisumu,Kochogo North B Community Unit,709036.0,2019-07-08,762f0a42-7591-4806-8381-a1b39bc445e6
Fully-functional,Olasi Dispensary (Nyando),East Kano/Wawidhi,Nyando,Nyando,Kisumu,Katolo B Community Unit,709034.0,2019-03-25,1c1b3d5b-7e7c-49a5-bcf9-97bb17cf8bcf
Fully-functional,Ahero Medical Centre,Awasi/Onjiko,Nyando,Nyando,Kisumu,Kakmie B Community Unit,709035.0,2019-06-08,0797e095-24ab-477e-aa08-2fef896eb842
Fully-functional,Ayweyo Health Centre,East Kano/Wawidhi,Nyando,Nyando,Kisumu,Ayweyo B Community Unit,709037.0,2020-06-29,fb700859-7676-4423-9efb-5c774c169c13
Fully-functional,Nyamware Health Centre,Kobura,Nyando,Nyando,Kisumu,Nyamware North Upper Community Unit,709031.0,2020-06-29,b97b1319-68f0-4d8f-a46c-ab251c72e769
Fully-functional,Raila BZ Community Clinic,Mugumo-ini,Langata,Langata,Nairobi,Raila D Community Health Unit,709028.0,2020-06-10,5a8b4bf9-7c77-401c-8036-d4b10813b355
Fully-functional,Raila BZ Community Clinic,Mugumo-ini,Langata,Langata,Nairobi,Raila B Community Health Unit,709027.0,2020-06-10,5a8b4bf9-7c77-401c-8036-d4b10813b355
Fully-functional,Ruai Health Centre,Ruai,Kasarani,Kasarani,Nairobi,Ruai Centre B Community Health Unit,709025.0,2020-06-15,0d7f5d87-0f16-4b9b-a5eb-530cf6e09e73
Fully-functional,Korogocho Health Centre,Korogocho,Ruaraka,Ruaraka,Nairobi,Kisumu Ndogo A Community Health Unit,709023.0,2011-10-11,68bb6c8f-c720-410d-bd3c-9ad6385521a1
Fully-functional,Reuben Mukuru Health Centre,Kwa Reuben,Embakasi South,Embakasi South,Nairobi,Kariobangi Community Health Unit,709022.0,2020-07-01,b9b7682c-9fa9-4b70-b81e-dc23ed864cf6
Fully-functional,Kaloleni Dispensary,Makongeni,Makadara,Makadara,Nairobi,Ojimbo 1 Community Health Unit,709020.0,2020-07-15,b0b65fcb-e5b1-4984-b1eb-2beb294efd97
Fully-functional,Embakasi Health Centre,Embakasi,Embakasi East,Embakasi East,Nairobi,Aviation Community Health Unit,709019.0,2020-07-01,7032c5be-5cd0-41f1-9c31-eaf509b4b245
Fully-functional,Kibera Community Health Centre - Amref,Laini Saba,Kibra,Kibra,Nairobi,Soweto East F Community Health Unit,708989.0,2020-06-17,e5eb4f0d-85e1-464b-ad58-fa7843ca5c3b
Fully-functional,Kibera Community Health Centre - Amref,Laini Saba,Kibra,Kibra,Nairobi,Soweto East B Community Health Unit,708991.0,2020-06-10,e5eb4f0d-85e1-464b-ad58-fa7843ca5c3b
Fully-functional,Karanja Road Community Clinic,Makina,Kibra,Kibra,Nairobi,Kambi Muru G Community Health Unit,708995.0,2020-06-10,4b00d844-9a9d-4429-b67d-54ade5917cbb
Fully-functional,Karanja Road Community Clinic,Makina,Kibra,Kibra,Nairobi,Kambi Muru E Community Health Unit,708996.0,2020-06-10,4b00d844-9a9d-4429-b67d-54ade5917cbb
Fully-functional,Karanja Road Community Clinic,Makina,Kibra,Kibra,Nairobi,Kambi Muru C Community Health Unit,709001.0,2020-06-10,4b00d844-9a9d-4429-b67d-54ade5917cbb
Fully-functional,Karanja Road Community Clinic,Makina,Kibra,Kibra,Nairobi,Kambi Muru B Community Health Unit,709002.0,2020-06-03,4b00d844-9a9d-4429-b67d-54ade5917cbb
Fully-functional,Karanja Road Community Clinic,Makina,Kibra,Kibra,Nairobi,Kambi Muru D Community Health Unit,709003.0,2020-06-15,4b00d844-9a9d-4429-b67d-54ade5917cbb
Fully-functional,Gatwekira B Community Clinic,Sarang'ombe,Kibra,Kibra,Nairobi,Gatwekira D Community Health Unit,709004.0,2020-06-01,736f14ce-94bc-4430-aae2-7f732797210b
Fully-functional,Gatwekira B Community Clinic,Sarang'ombe,Kibra,Kibra,Nairobi,Gatwekira B Community Health Unit,709005.0,2020-06-03,736f14ce-94bc-4430-aae2-7f732797210b
Fully-functional,Mathare North Hospital,Mathare North,Ruaraka,Ruaraka,Nairobi,Dampsite Community Health Unit,708944.0,2018-06-13,1da4c8ea-0673-41a3-84ca-6529019969c9
Fully-functional,Mathare North Hospital,Mathare North,Ruaraka,Ruaraka,Nairobi,Mandera B community Health Unit,708931.0,2018-07-18,1da4c8ea-0673-41a3-84ca-6529019969c9
Fully-functional,Dagoretti Subcounty Hospital Mutuini,Mutu-ini,Dagoretti South,Dagoretti South,Nairobi,Mutuini B Community Health Unit,708868.0,2020-07-15,911dd529-3431-4e73-9de7-a90d96d47b8f
Fully-functional,Dagoretti Subcounty Hospital Mutuini,Mutu-ini,Dagoretti South,Dagoretti South,Nairobi,Manyatta B Community Health Unit,708882.0,2020-07-15,911dd529-3431-4e73-9de7-a90d96d47b8f
Fully-functional,Waithaka Health Centre,Waithaka,Dagoretti South,Dagoretti South,Nairobi,Adonai Community Health Unit,708771.0,2020-07-15,9c998425-994d-471a-9ec2-bcfbe947559e
semi-functional,Kenyoro Health Centre,Itibo,North Mugirango,Nyamira North,Nyamira,Kenyoro Community Unity,708802.0,2020-06-15,78943836-6a41-445f-9c87-286d037dd5e1
Fully-functional,Waithaka Health Centre,Waithaka,Dagoretti South,Dagoretti South,Nairobi,Muthama Community Health Unit,708772.0,2020-07-15,9c998425-994d-471a-9ec2-bcfbe947559e
semi-functional,Riechieri Health Centre,Ekerenyo,North Mugirango,Nyamira North,Nyamira,Nyairanga Community unity,708804.0,2020-06-15,f93b7249-1597-46ff-9c3c-bffc3dffd664
semi-functional,Ikonge Dispensary,Ekerenyo,North Mugirango,Nyamira North,Nyamira,Ikonge Community unity,708807.0,2021-06-15,e9dcfd4e-5519-4290-b88d-d47dabf91d20
semi-functional,Ikonge Dispensary,Ekerenyo,North Mugirango,Nyamira North,Nyamira,Ikonge CU,,2021-06-15,e9dcfd4e-5519-4290-b88d-d47dabf91d20
semi-functional,Itibo Mission Health Centre,Itibo,North Mugirango,Nyamira North,Nyamira,Iteresi Community unity,708810.0,2021-06-15,65507f9d-ca83-4109-af91-187d99b36da8
semi-functional,Itibo Mission Health Centre,Itibo,North Mugirango,Nyamira North,Nyamira,Iteresi CU,,2021-06-15,65507f9d-ca83-4109-af91-187d99b36da8
Fully-functional,Waithaka Health Centre,Waithaka,Dagoretti South,Dagoretti South,Nairobi,Lepic Community Health Unit,708774.0,2020-07-15,9c998425-994d-471a-9ec2-bcfbe947559e
Fully-functional,Waithaka Health Centre,Waithaka,Dagoretti South,Dagoretti South,Nairobi,Jerusalem Community Health Unit,708878.0,2020-07-15,9c998425-994d-471a-9ec2-bcfbe947559e
Fully-functional,Riruta Hospital,Kawangware,Dagoretti North,Dagoretti North,Nairobi,Kwakaki B Community Health Unit,708759.0,2020-07-15,33761589-af7d-466b-b087-dec2c820362c
Fully-functional,Riruta Hospital,Kawangware,Dagoretti North,Dagoretti North,Nairobi,Rengo B Community Health Unit,708760.0,2020-07-15,33761589-af7d-466b-b087-dec2c820362c
Fully-functional,Babadogo Health Centre,Babandogo,Ruaraka,Ruaraka,Nairobi,Babadogo Community Health Unit,708777.0,2011-09-01,b83d4bd0-304d-464e-9c1e-738a0b7c0723
Fully-functional,Riruta Hospital,Kawangware,Dagoretti North,Dagoretti North,Nairobi,Riruta B Community Health Unit,708764.0,2020-07-15,33761589-af7d-466b-b087-dec2c820362c
Fully-functional,Riruta Hospital,Kawangware,Dagoretti North,Dagoretti North,Nairobi,Satellite B Community Health Unit,708863.0,2020-07-15,33761589-af7d-466b-b087-dec2c820362c
Fully-functional,Uthiru Muthua Health Centre,Uthiru/Ruthimitu,Dagoretti South,Dagoretti South,Nairobi,87 Community Health Unit,708779.0,2020-07-15,bebba90b-19c8-48f6-bdb8-b0a3102c93ed
Fully-functional,Reuben Mukuru Health Centre,Kwa Reuben,Embakasi South,Embakasi South,Nairobi,Waisinye Community Health Unit,708735.0,2020-07-01,b9b7682c-9fa9-4b70-b81e-dc23ed864cf6
Fully-functional,Reuben Mukuru Health Centre,Kwa Reuben,Embakasi South,Embakasi South,Nairobi,Diamond B Community Health Unit,708781.0,2020-07-01,b9b7682c-9fa9-4b70-b81e-dc23ed864cf6
Fully-functional,Dandora II Health Centre,Dandora Area III,Embakasi North,Embakasi North,Nairobi,Pamoja Community Health unit,708763.0,2020-06-15,d97b5fe2-f023-44a2-9e9a-726dac5c69cd
Fully-functional,Reuben Mukuru Health Centre,Kwa Reuben,Embakasi South,Embakasi South,Nairobi,Rurii B Community Health Unit,708782.0,2020-07-01,b9b7682c-9fa9-4b70-b81e-dc23ed864cf6
Fully-functional,Uthiru Muthua Health Centre,Uthiru/Ruthimitu,Dagoretti South,Dagoretti South,Nairobi,Uthiru B Community Health Unit,708783.0,2020-07-15,bebba90b-19c8-48f6-bdb8-b0a3102c93ed
Fully-functional,Shauri Moyo Clinic,Pumwani,Kamukunji,Kamukunji,Nairobi,Upperhil Community Health Unit,708784.0,2020-06-15,67b8d2dd-26bc-4853-94cc-c82f106b5607
Fully-functional,Reuben Mukuru Health Centre,Kwa Reuben,Embakasi South,Embakasi South,Nairobi,Binfeed Community Health Unit,708786.0,2020-07-01,b9b7682c-9fa9-4b70-b81e-dc23ed864cf6
Fully-functional,Uthiru Muthua Health Centre,Uthiru/Ruthimitu,Dagoretti South,Dagoretti South,Nairobi,Gathondeki Community Health Unit,708687.0,2020-07-15,bebba90b-19c8-48f6-bdb8-b0a3102c93ed
Fully-functional,Mukuru Mmm Clinic,Kwa Njenga,Embakasi South,Embakasi South,Nairobi,Rapture Community Health Unit,708664.0,2021-01-01,c565ef69-7030-45b8-a783-d70ddeb91189
Fully-functional,Chandaria Health Centre,Uthiru/Ruthimitu,Dagoretti South,Dagoretti South,Nairobi,Ngumu Community Health Unit,708662.0,2020-07-15,845d80a9-c06e-4fe7-b993-b06d993d331c
Fully-functional,Mukuru Mmm Clinic,Kwa Njenga,Embakasi South,Embakasi South,Nairobi,Vietnam Reli Community Health Unit,708663.0,2020-07-01,c565ef69-7030-45b8-a783-d70ddeb91189
Fully-functional,Chandaria Health Centre,Uthiru/Ruthimitu,Dagoretti South,Dagoretti South,Nairobi,Kware Community Health Unit,708692.0,2020-07-15,845d80a9-c06e-4fe7-b993-b06d993d331c
Fully-functional,Mukuru Health Centre,Imara Daima,Embakasi South,Embakasi South,Nairobi,MCC B Community Health Unit,708665.0,2020-07-01,de7d7d5d-2c09-43a1-a85d-f87f00ff7c4c
Fully-functional,Biafra Lions Dispensary,Eastleigh South,Kamukunji,Kamukunji,Nairobi,New Bridge Community Health Unit,708688.0,2020-06-15,abcdc2bd-4113-4d12-aede-66017de666fd
Fully-functional,Mukuru Health Centre,Imara Daima,Embakasi South,Embakasi South,Nairobi,48 Taqwa Community Health Unit,708689.0,2020-07-01,de7d7d5d-2c09-43a1-a85d-f87f00ff7c4c
Fully-functional,Mukuru Health Centre,Imara Daima,Embakasi South,Embakasi South,Nairobi,Zone 48 Community Health Unit,708691.0,2020-07-01,de7d7d5d-2c09-43a1-a85d-f87f00ff7c4c
Fully-functional,Biafra Lions Dispensary,Eastleigh South,Kamukunji,Kamukunji,Nairobi,Solasafa Community Health Unit,708788.0,2020-07-15,abcdc2bd-4113-4d12-aede-66017de666fd
Fully-functional,Biafra Lions Dispensary,Eastleigh South,Kamukunji,Kamukunji,Nairobi,Shinners Of Hope Community Health Unit,708790.0,2020-07-15,abcdc2bd-4113-4d12-aede-66017de666fd
Fully-functional,Biafra Lions Dispensary,Eastleigh South,Kamukunji,Kamukunji,Nairobi,Hekima Access Community Health Unit,708666.0,2020-07-15,abcdc2bd-4113-4d12-aede-66017de666fd
Fully-functional,Biafra Lions Dispensary,Eastleigh South,Kamukunji,Kamukunji,Nairobi,Baraka  Community Health  Unit,708667.0,2020-07-15,abcdc2bd-4113-4d12-aede-66017de666fd
Fully-functional,Mukuru Health Centre,Imara Daima,Embakasi South,Embakasi South,Nairobi,Milimani B Community Health Unit,708791.0,2020-07-01,de7d7d5d-2c09-43a1-a85d-f87f00ff7c4c
Fully-functional,Mukuru Health Centre,Imara Daima,Embakasi South,Embakasi South,Nairobi,Wape Wape B Community Health Unit,708762.0,2020-07-01,de7d7d5d-2c09-43a1-a85d-f87f00ff7c4c
Fully-functional,Biafra Lions Dispensary,Eastleigh South,Kamukunji,Kamukunji,Nairobi,Vision  Community Health  Unit,708889.0,2020-07-15,abcdc2bd-4113-4d12-aede-66017de666fd
Closed,Mukuru Health Centre,Imara Daima,Embakasi South,Embakasi South,Nairobi,Mototmoto Imara Community Health Unit,708792.0,2020-07-01,de7d7d5d-2c09-43a1-a85d-f87f00ff7c4c
Fully-functional,Mukuru Health Centre,Imara Daima,Embakasi South,Embakasi South,Nairobi,Mastermind Community Heallth Unit,708673.0,2020-07-01,de7d7d5d-2c09-43a1-a85d-f87f00ff7c4c
Fully-functional,Mukuru Health Centre,Imara Daima,Embakasi South,Embakasi South,Nairobi,Maziwa Community Health Unit,708758.0,2020-07-01,de7d7d5d-2c09-43a1-a85d-f87f00ff7c4c
Fully-functional,Kahawa West Health Centre,Kahawa,Roysambu,Roysambu,Nairobi,Kamae Community Health Unit,708668.0,2020-06-01,dae66dfb-8b70-4cc5-8928-864f5a391309
Fully-functional,Babadogo Health Centre,Babandogo,Ruaraka,Ruaraka,Nairobi,Riverside Comunity Health Unit,708793.0,2020-07-01,b83d4bd0-304d-464e-9c1e-738a0b7c0723
Fully-functional,Njiru  Hospital,Njiru,Kasarani,Kasarani,Nairobi,Riverside Communit Health Unit,708800.0,2020-06-15,524fd34d-7fdd-4ab7-b457-37b010b16df6
Fully-functional,Amatierio Health Centre,Kiabonyoru,Borabu,Borabu,Nyamira,Amatierio Community Health Unit,708655.0,2020-08-03,caaa48cf-e13a-4195-9046-113d7d0d2e6b
Fully-functional,Nyankongo Dispensary,Kiabonyoru,Borabu,Borabu,Nyamira,Getare Community Health Unit,708656.0,2020-08-03,31146638-2695-4840-943d-1188653a339a
Fully-functional,Rigoko Dispensary,Nyansiongo,Borabu,Borabu,Nyamira,Keginga Community Health Unit,708657.0,2020-08-03,5394fc61-7f68-4d74-bbe6-978ba4b06d90
Fully-functional,Kineni Dispensary,Esise,Borabu,Borabu,Nyamira,Kineni Community Health Unit,708658.0,2020-08-03,83f39387-af6f-4a94-9f9f-22ca6f6d917e
Fully-functional,Kerumbe Dispensary,Mekenene,Borabu,Borabu,Nyamira,Kerumbe Community Health Unit,708659.0,2020-08-03,9c0bd6bc-2550-496f-8270-bce3f756b054
Fully-functional,Nyankongo Dispensary,Kiabonyoru,Borabu,Borabu,Nyamira,Nyankono Community Health Unit,708653.0,2020-08-03,31146638-2695-4840-943d-1188653a339a
Fully-functional,Mokomoni Health Centre,Kiabonyoru,Borabu,Borabu,Nyamira,Kitaru Community Health Unit,708650.0,2020-08-03,600b108e-bdb4-4b7f-8f63-7307ea696982
Fully-functional,Endiba Health Centre,Kiabonyoru,Borabu,Borabu,Nyamira,Nsicha Community Health Unit,708648.0,2020-08-03,4718f86b-c9e6-4a53-8803-ba82d2b23bbc
Fully-functional,Endiba Health Centre,Kiabonyoru,Borabu,Borabu,Nyamira,Nyangoge Community Health Unit,708651.0,2020-08-03,4718f86b-c9e6-4a53-8803-ba82d2b23bbc
Fully-functional,Eturungi Dispensary,Kiabonyoru,Borabu,Borabu,Nyamira,Omonono Community Health Unit,708652.0,2020-08-15,f89e008e-284e-4144-abcd-8288095aee36
Fully-functional,Nyamwetureko,Bonyamatuta,West Mugirango,Nyamira,Nyamira,Siamani Community Health Unit,708654.0,2020-08-12,5ffb1411-3765-4ec6-8ab7-cffb690b8f90
Fully-functional,Mukuru Health Centre,Imara Daima,Embakasi South,Embakasi South,Nairobi,Riara B1 Community Health Unit,708794.0,2020-07-01,de7d7d5d-2c09-43a1-a85d-f87f00ff7c4c
Fully-functional,Kaloleni Dispensary,Makongeni,Makadara,Makadara,Nairobi,Marurani  Community Health Unit,708672.0,2020-07-15,b0b65fcb-e5b1-4984-b1eb-2beb294efd97
